prompt,completion
"Mirror mirror on the wall
Don't say it cause I know I'm cute Ooh baby","down to my drawers
LV all on my shoes Ooh baby
I be drippin' so much sauce
Got a bih lookin like RAGÚ Ooh baby
Lit up like a crystal ball
That's cool baby so is you
That's how I roll
PreChorus
If I'm shinin' everybody gonna shine Yeah I'm goals
I was born like this don't even gotta try Now you know
I'm like chardonnay get better over time So you know
Heard you say Im not the baddest bitch you lie Haha

Chorus
It aint my fault that I'm out here gettin loose
Gotta blame it on the Goose
Gotta blame it on my juice baby
It ain't my fault that I'm out here makin' news
Im the pudding in the proof
Gotta blame it on my juice
Yayaee yayaee yayaee yayaee
Blame it on my juice blame it blame it on my juice
Yayaee yayaee yayaee yayaee
Blame it on my juice blame it blame it on my juice Ooh baby

Verse 2
No I'm not a snack at all
Look baby I'm the whole damn meal Ooh baby
David you ain't bein' slick
Don't dare try to cop a feel Ooh baby
The juice ain't worth the squeeze
If the juice don't look like this Like this like this like this
Hold up nigga please
Don't make me have to take your bitch shit How I roll
If I'm shinin' everybody gonna shine Yeah I'm goals
I was born like this don't even gotta try Now you know
I'm like chardonnay Okay get better over time So you know
Heard you say I'm not the baddest bitch you lie You lie

Chorus
It ain't my fault that I'm out here gettin' loose
Gotta blame it on the Goose
Gotta blame it on my juice baby
It ain't my fault that I'm out here makin' news
I'm the pudding in the proof
Gotta blame it on my juice
Yayaee Yayaee yayaee yayaee yayaee
Blame it on my juice blame it blame it on my juice
Yayaee Yayaee yayaee yayaee yayaee
Blame it on my juice blame it blame it on my juice Alright
Yayaee

Bridge
Somebody come get this man
I think he got lost in my DMs what My DMs what
You better come get your man
I think he wanna be way more than friends what
More than friends
What you want me to say
Chorus
It ain't my fault that I'm out here gettin' loose
Gotta blame it on the Goose
Gotta blame it on my juice baby
It ain't my fault that I'm out here makin' news
I'm the pudding in the proof Puddin' in the proof
Gotta blame it on my juice Blame it on my juice
Yayaee Yayya yayaee yayaee yayaee
Blame it on my juice blame it blame it on my juice
Yayaee Yayaee yayaee yayaee yayaee
Blame it on my juice blame it blame it on my juice"
"Woo child tired of the bullshit
Go on dust your shoulders off keep it moving","Yes Lord tryna get some new shit
In there swimwear goingtothepool shit
Come now come dry your eyes
You know you a star you can touch the sky
I know that it's hard but you have to try
If you need advice let me simplify
PreChorus
If he don't love you anymore
Just walk your fine ass out the door

Chorus
I do my hair toss check my nails
Baby how you feelin' Feelin' good as hell
Hair toss check my nails
Baby how you feelin' Feelin' good as hell
Feeling good as hell
Baby how you feelin' Feelin' good as hell

Verse 2
Woo girl need to kick off your shoes
Gotta take a deep breath time to focus on you
All the big fights long nights that you been through
I got a bottle of tequila I been saving for you
Boss up and change your life
You can have it all no sacrifice
I know he did you wrong we can make it right
So go and let it all hang out tonight

PreChorus
'Cause he don't love you anymore
So walk your fine ass out the door
And do your hair toss check my nails
Baby how you feelin' Feelin' good as hell
Hair toss check my nails
Baby how you feelin' Feelin' good as hell Show it off tonight
Hair toss check my nails
Baby how you feelin' Feelin' good as hell And we gon' be alright
Hair toss check my nails
Baby how you feelin' Feelin' good as hell

PreChorus
Mmm yeah alright
Listen if he don't love you anymore
Then walk your fine ass out the door

Chorus
And do your hair toss check my nails
Baby how you feelin' Feelin' good as hell Woohoo
Hair toss check my nails
Baby how you feelin' Feelin' good as hell Show it off tonight
Hair toss check my nails
Baby how you feelin' Feelin' good as hell And we gon' make it right
Hair toss check my nails
Baby how you feelin' Feelin' good as hell
Feelin' good as hell"
"All the rumorsare true yeah
What ya heard that's true yeah","I fuck him and you yeah
If you believe I do that
Had to cut some hoes loose yeah
NDA no loose lips
Now them hoes tryna sue me
Bitch I don't give two shits
All the rumors are true yeah
I've been in the bamboo yeah
Focused on this music
My ex nigga he blew it
Last year I thought I would los it
Readin' shit on the internt
My smoothie cleanse and my diet
No I ain't fuck Drake yet Ha
PreChorus
Spendin' all your time tryna break a woman down
Realer shit is goin' on baby take a look around
If you thought that I was ratchet with my ass hangin' out
Just wait until the summer when they let me out the house bitch

Chorus
Talkin' talkin' talkin'
Give 'em somethin' to talk about
Sick of rumors Ooh
But haters do what they do Uh
Haters do what they do Cardi

Verse 2
All the rumors are true yeah
Fake ass fake boobs yeah
Made a million at Sue's yeah
Y'all be runnin' with fake news yeah
Cardi ain't poppin' no that's a machine Huh
Nobody listen they buyin' them streams Hmm
They even post it on blogs overseas
And lie in a language I can't even read
The fuck do this mean
Look I'm a Bronx bitch with some pop hits
Used to pop off when they pop shit Woo
But I'm calmed down and I'm locked in
And my records live in the top ten
teach me about big girl coochie Okay
Last time I got freaky the FCC sued me
But I'ma keep doin' what I wanna do
'Cause all the rumors are
All the rumors are true yeah
They hated on me since school yeah
I never thought I was cool yeah
Now me and Cardi we cool yeah
I love hoes on poles yeah Woo
I am body goals yeah
This shit from my soul yeah
Black people made rock and roll yeah

PreChorus
Why you spendin' all your time tryna break a woman down
Realer shit is goin' on baby take a look around
If you thought that I was ratchet with my ass hangin' out
Just wait until the summer when they let me out the house bitch

Chorus
What they say Yeah
What they say Yeah
Talkin' talkin' talkin'
Give 'em somethin' to talk about
Sick of rumors Ooh
But haters do what they do
Haters do what they do

Outro
All the rumors are true
Rumors yeah Yeah"
"I see this life like a swinging vine
Swing my heart across the line","And in my face is flashing signs
Seek it out and ye' shall find
Refrain
Old but I'm not that old
Young but I'm not that bold
And I don't think the world is sold
On just doing what we're told

PreChorus
I feel something so right doin' the wrong thing
I feel something so wrong doin' the right thing
I couldn't lie couldn't lie couldn't lie
Everything that kills me makes me feel alive

Chorus
Lately I've been I've been losin' sleep
Dreamin' about the things that we could be
But baby I've been I've been prayin' hard
Said no more countin' dollars we'll be countin' stars
Lately I've been I've been losin' sleep
Dreamin' about the things that we could be
But baby I've been I've been prayin' hard
Said no more countin' dollars we'll be we'll be countin' stars

Verse 2
I feel your love and I feel it burn
Down this river every turn
Hope is our fourletter word
Make that money watch it burn
Old but I'm not that old
Young but I'm not that bold
And I don't think the world is sold
On just doing what we're told

PreChorus
I feel something so wrong doin' the right thing
I couldn't lie couldn't lie couldn't lie
Everything that drowns me makes me wanna fly

Chorus
Lately I've been I've been losin' sleep
Dreamin' about the things that we could be
But baby I've been I've been prayin' hard
Said no more countin' dollars we'll be countin' stars
Lately I've been I've been losin' sleep
Dreamin' about the things that we could be
But baby I've been I've been prayin' hard
Said no more countin' dollars we'll be we'll be countin' stars

Bridge
Take that money watch it burn
Sink in the river the lessons I learned
Take that money watch it burn
Sink in the river the lessons I learned
Take that money watch it burn
Sink in the river the lessons I learned
Take that money watch it burn
Sink in the river the lessons I learned
PreChorus
Everything that kills me makes me feel alive

Chorus
Lately I've been I've been losin' sleep
Dreamin' about the things that we could be
But baby I've been I've been prayin' hard
Said no more countin' dollars we'll be countin' stars
Lately I've been I've been losin' sleep
Dreamin' about the things that we could be
But baby I've been I've been prayin' hard
Said no more countin' dollars we'll be we'll be counting stars

Outro
Take that money watch it burn
Sink in the river the lessons I've learned
Take that money watch it burn
Sink in the river the lessons I've learned
Take that money watch it burn
Sink in the river the lessons I've learned
Take that money watch it burn"
"I need another story
Something to get off my chest","My life gets kinda boring
Need something that I can confess
'Til all my sleeves are stained red
From all the truth that I've said
Come by it honestly I swear
Thought you saw me wink no
I've been on the brink so
Chorus
So tell me what you want to hear
Something that will light those ears
I'm sick of all the insincere
So I'm gonna give all my secrets away
This time
Don't need another perfect lie
Don't care if critics ever jump in line
I'm gonna give all my secrets away

Verse 2
My God amazing how we got this far
It's like we're chasing all those stars
Who's driving shiny big black cars
And every day I see the news
All the problems that we could solve
And when a situation rises
Just write it into an album
Send it straight to gold
But I don't really like my flow no

Chorus
So tell me what you want to hear
Something that will light those ears
I'm sick of all the insincere
So I'm gonna give all my secrets away
This time
Don't need another perfect lie
Don't care if critics ever jump in line
I'm gonna give all my secrets away
Ooh
Got no reason got no shame
Got no family I can blame
Just don't let me disappear
I'ma tell you everything

Chorus
So tell me what you want to hear
Something that'll light those ears
I'm sick of all the insincere
So I'm gonna give all my secrets away
This time
Don't need another perfect lie
Don't care if critics ever jump in line
I'm gonna give all my secrets away
So tell me what you want to hear
Something that'll light those ears
I'm sick of all the insincere
So I'm gonna give all my secrets away
This time
Don't need another perfect lie
Don't care if critics ever jump in line
I'm gonna give all my secrets away

Outro
All my secrets away"
"I'm holding on your rope
Got me ten feet off the ground","And I'm hearing what you say
But I just can't make a sound
You tell me that you need me
Then you go and cut me down but wait
You tell me that you're sorry
Didn't think I'd turn around and say that

Chorus
It's too late to apologize
It's too late
I said it's too late to apologize
It's too late
Too late ohoh
Verse 2
I'd take another chance
Take a fall take a shot for you ohwhoa
I need you like a heart needs a beat
But it's nothing new yeah yeah
I loved you with a fire red
Now it's turning blue and you say
Sorry like the angel
Heaven let me think was you but I'm afraid

Chorus
It's too late to apologize
It's too late
I said it's too late to apologize
It's too late

Bridge
Whoaoohoh

Chorus
It's too late to apologize
It's too late
I said it's too late to apologize
It's too late
It's too late to apologize yeah Too late
I said it's too late to apologize yeah
I'm holding on your rope"
"Days when
We'd fight we'd fight 'til I would give in","Yeah perfect disasters
We were reaching reaching for the rafters

PreChorus
And on most of the days we were searching for ways
To get up and get out of the town that we were raised yeah Cause we were done
I remember we were sleeping in cars
We were searching for OZ
We were burning cigars
With white plastics tips 'til we saw the sun
And we said crazy things like
Chorus
I refuse to look back thinking days were better
Just because they're younger days
I don't know what's 'round the corner
Way I feel right now I swear we'll never change
Back when we were kids
Swore we would never die
You and me were kids
Swear that well never die

Verse 2
Lights down
And we drive and we're drivin' just to get out
Yeah perfect disasters
Yeah we were swinging swinging from the rafters

PreChorus
Hey we were dancing in cars
We were looking for ours
We were naming the stars
After people we knew 'til we had to go
And we were saying things like

Chorus
I refuse to look back thinking days were better
Just because they're younger days
I don't know what's 'round the corner
Way I feel right now I swear we'll never change
Back when we were kids
Swore we would never die
You and me were kids
Swear that we'll never die
Nights when we kept dancing
Changing all our plans and
Making every day a holiday
Feel the years start burning
City lights they're turning
Something 'bout this feels the same

Chorus
Back when we were kids
Swore we would never die
You and me were kids
Swear that we'll never die
I refuse to look back thinking days were better
Just because they're younger days
I don't know what's 'round the corner
Way I feel right now I swear well never change"
"The club isn't the best place to find a lover
So the bar is where I go","Me and my friends at the table doing shots
Drinking fast and then we talk slow
And you come over and start up a conversation with just me
And trust me I'll give it a chance now
Take my hand stop put Van the Man on the jukebox
And then we start to dance and now I'm singing like

PreChorus
Girl you know I want your love
Your love was handmade for somebody like me
Come on now follow my lead
I may be crazy don't mind me
Say boy let's not talk too much
Grab on my waist and put that body on me
Come on now follow my lead
Come come on now follow my lead
Chorus
I'm in love with the shape of you
We push and pull like a magnet do
Although my heart is falling too
I'm in love with your body
And last night you were in my room
And now my bed sheets smell like you
Every day discovering something brand new
I'm in love with your body

PostChorus
Oh I oh I oh I oh I
I'm in love with your body
Oh I oh I oh I oh I
I'm in love with your body
Oh I oh I oh I oh I
I'm in love with your body
Every day discovering something brand new
I'm in love with the shape of you

Verse 2
One week in we let the story begin
We're going out on our first date
You and me are thrifty so go all you can eat
Fill up your bag and I fill up a plate
We talk for hours and hours about the sweet and the sour
And how your family is doing okay
Leave and get in a taxi then kiss in the backseat
Tell the driver make the radio play and I'm singing like
Girl you know I want your love
Your love was handmade for somebody like me
Come on now follow my lead
I may be crazy don't mind me
Say boy let's not talk too much
Grab on my waist and put that body on me
Come on now follow my lead
Come come on now follow my lead

Chorus
I'm in love with the shape of you
We push and pull like a magnet do
Although my heart is falling too
I'm in love with your body
And last night you were in my room
And now my bed sheets smell like you
Every day discovering something brand new
I'm in love with your body

PostChorus
Oh I oh I oh I oh I
I'm in love with your body
Oh I oh I oh I oh I
I'm in love with your body
Oh I oh I oh I oh I
I'm in love with your body
Every day discovering something brand new
I'm in love with the shape of you
Bridge
Come on be my baby come on
Come on be my baby come on
Come on be my baby come on
Come on be my baby come on
Come on be my baby come on
Come on be my baby come on
Come on be my baby come on
Come on be my baby come on

Chorus
I'm in love with the shape of you
We push and pull like a magnet do
Although my heart is falling too
I'm in love with your body
Last night you were in my room
And now my bed sheets smell like you
Every day discovering something brand new
I'm in love with your body

Outro
Come on be my baby come on
Come on be my baby come on
I'm in love with your body
Come on be my baby come on
Come on be my baby come on
I'm in love with your body
Come on be my baby come on
Come on be my baby come on
I'm in love with your body
Every day discovering something brand new"
"I found a love for me
Oh darling just dive right in and follow my lead","Well I found a girl beautiful and sweet
Oh I never knew you were the someone waiting for me

PreChorus
'Cause we were just kids when we fell in love
Not knowing what it was
I will not give you up this time
But darling just kiss me slow your heart is all I own
And in your eyes you're holding mine
Chorus
Baby I'm dancing in the dark with you between my arms
Barefoot on the grass listening to our favourite song
When you said you looked a mess I whispered underneath my breath
But you heard it darling you look perfect tonight

Verse 2
Well I found a woman stronger than anyone I know
She shares my dreams I hope that someday I'll share her home
I found a love to carry more than just my secrets
To carry love to carry children of our own

PreChorus
We are still kids but we're so in love
Fighting against all odds
I know we'll be alright this time
Darling just hold my hand
Be my girl I'll be your man
I see my future in your eyes

Chorus 2
Baby I'm dancing in the dark with you between my arms
Barefoot on the grass listening to our favourite song
When I saw you in that dress looking so beautiful
I don't deserve this darling you look perfect tonight

Chorus 3
Baby I'm dancing in the dark with you between my arms
Barefoot on the grass listening to our favourite song
I have faith in what I see
Now I know I have met an angel in person
And she looks perfect

Outro
I don't deserve this"
"When I was six years old I broke my leg
I was running from my brother and his friends","And tasted the sweet perfume of the mountain grass I rolled down
I was younger then take me back to when I

PreChorus
Found my heart and broke it here
Made friends and lost them through the years
And I've not seen the roaring fields in so long I know I've grown
But I can't wait to go home
Chorus
I'm on my way
Driving at 90 down those country lanes
Singing to Tiny Dancer
And I miss the way you make me feel and it's real
We watched the sunset over the castle on the hill

Verse 2
Fifteen years old and smoking handrolled cigarettes
Running from the law through the backfields and getting drunk with my friends
Had my first kiss on a Friday night I don't reckon that I did it right
But I was younger then take me back to when

PreChorus
We found weekend jobs when we got paid
We'd buy cheap spirits and drink them straight
Me and my friends have not thrown up in so long oh how we've grown
But I can't wait to go home

Chorus
I'm on my way
Driving at 90 down those country lanes
Singing to Tiny Dancer
And I miss the way you make me feel and it's real
We watched the sunset over the castle on the hill
Over the castle on the hill
Over the castle on the hill
One friend left to sell clothes
One works down by the coast
One had two kids but lives alone
One's brother overdosed
One's already on his second wife
One's just barely getting by
But these people raised me
And I can't wait to go home

Chorus
And I'm on my way I still remember
These old country lanes
When we did not know the answers
And I miss the way you make me feel it's real
We watched the sunset over the castle on the hill
Over the castle on the hill"
"Walking down 29th and park
I saw you in another's arm","Only a month we've been apart
You look happier
Saw you walk inside a bar
He said something to make you laugh
I saw that both your smiles were twice as wide as ours
Yeah you look happier you do

PreChrous
Ain't nobody hurt you like I hurt you
But ain't nobody love you like I do
Promise that I will not take it personal baby
If you're moving on with someone new
Chorus
'Cause baby you look happier you do
My friends told me one day I'll feel it too
And until then I'll smile to hide the truth
But I know I was happier with you

Verse 2
Sat in the corner of the room
Everything's reminding me of you
Nursing an empty bottle and telling myself
You're happier aren't you

PreChorus 2
Oh ain't nobody hurt you like I hurt you
But ain't nobody need you like I do
I know that there's others that deserve you
But my darling I am still in love with you

Chorus 2
But I guess you look happier you do
My friends told me one day Ill feel it too
I could try to smile to hide the truth
But I know I was happier with you

Outro
Cause baby you look happier you do
I knew one day youd fall for someone new"
"We go together
Better than birds of a feather you and me","We change the weather yeah
I'm feelin' heat in December when you're 'round me

PreChorus
I've been dancin' on top of cars and stumblin' out of bars
I follow you through the dark can't get enough
You're the medicine and the pain the tattoo inside my brain
And baby you know it's obvious
Chorus
I'm a sucker for you
You say the word and I'll go anywhere blindly
I'm a sucker for you yeah
Any road you take you know that you'll find me
I'm a sucker for all the subliminal things
No one knows about you About you about you About you
And you're makin' the typical me break my typical rules
It's true I'm a sucker for you yeah

Verse 2
Don't complicate it Yeah
'Cause I know you and you know everything about me
I can't remember Yeah all of the nights
I don't remember when you're 'round me Oh yeah yeah

PreChorus
I've been dancin' on top of cars and stumblin' out of bars
I follow you through the dark can't get enough
You're the medicine and the pain the tattoo inside my brain
And baby you know it's obvious

Chorus
I'm a sucker for you
You say the word and I'll go anywhere blindly
I'm a sucker for you yeah
Any road you take you know that you'll find me
I'm a sucker for all the subliminal things
No one knows about you About you about you About you
And you're makin' the typical me break my typical rules
It's true I'm a sucker for you yeah Uh
I'm a sucker for you
I've been dancin' on top of cars and stumblin' out of bars
I follow you through the dark can't get enough
You're the medicine and the pain the tattoo inside my brain
And baby you know it's obvious

Chorus
I'm a sucker for you yeah
Say the word and I'll go anywhere blindly
I'm a sucker for you yeah
Any road you take you know that you'll find me
I'm a sucker for all the subliminal things
No one knows about you About you about you About you
And you're makin' the typical me break my typical rules
It's true I'm a sucker for you Uh"
"I don't want this night to end
Its closing time so leave with me again Yeah","You got all my love to spend oh
Let's find a place where happiness begins

PreChorus
We gon' dance in my living room slave to the way you move
Hurts when Im leaving you Ayy
Just dance in the living room love with an attitude
Drunk to an '80s groove Ayy
We gon' dance in my living room slave to the way you move
Hurts when I'm leaving you Ayy
Dance in the living room love with an attitude
Drunk
Chorus
It's only human you know that it's real
So why would you fight or try to deny the way that you feel
Oh babe you can't fool me your body's got other plans
So stop pretending youre shy just come on and
Dance dance dance dance oh

Verse 2
Early morning lalalight
Only getting up to close the blinds oh
Im praying you don't change your mind
Cause leaving now just don't feel right
Let's do it one more time oh babe

PreChorus
We gon' dance in my living room slave to the way you move
Hurts when Im leaving you Hurts when I'm leaving you
Just dance in the living room love with an attitude
Drunk to an '80s groove Ayy
We gon' dance in my living room slave to the way you move
Hurts when I'm leaving you Ayy
Dance in the living room love with an attitude
Drunk

Chorus
It's only human you know that it's real Know that it's real
So why would you fight or try to deny the way that you feel
The way that you feel
Oh babe you can't fool me your body's got other plans
So stop pretending you're shy just come on and
Dance dance dance dance oh
Dance oh Woo ayy
Only human
It's only man it's only man
Only human
Oh yeah yeah yeah
Only human
It's only man it's only man"
"Woke up feelin' like a new James Dean
I comb my hair like an old school scene","I'm feelin' high like a late night summer of last year Yeah
Standin' there with the red dress on ya
A Killer Queen like a young Jane Fonda
Is it me or am I just havin' a good year
Chorus
Lately I've been feelin' so cool Cool
Top to the bottom just cool Cool
Every little thing that I do Do
Dammit I'm feelin' so cooooooooooool
It's like ooh Ooh maybe I should bottle my moves Moves
Sell 'em for a dollar or two Two
Dammit I'm feeling so cooooooooooool Cool

Verse 2
Must've done something right 'cause all these
Lights are green man they look like palm trees
And every time that song comes on it's about me
Oh I feel like Post Malone when I get home
Sittin' there winning like it's Game of Thrones
And now that we've made it how complicated was last year

Chorus
Lately I've been feelin' so cool Cool
Top to the bottom just cool Cool
Every little thing that I do Do
Dammit I'm feelin' so cooooooooooool
It's like ooh Ooh maybe I should bottle my moves Moves
Sell 'em for a dollar or two Two
'Cause dammit I'm feeling so cooooooooooool Cool
Woke up feelin' like a new James Dean
I comb my hair like an old school scene
When I grow up I wanna be just like me

Chorus Jonas Brothers
Lately I've been feelin' so cool Cool
Top to the bottom just cool Cool
Every little thing that I do Do
Dammit I'm feelin' so cooooooooooool
It's like ooh Ooh maybe I should bottle my moves Moves
Sell 'em for a dollar or two Two
'Cause dammit I'm feeling so cooooooooooool Cool
Hey hey hey hey"
"Cut my heart about one two times
Don't need to question the reason I'm yours I'myours","I'dmove the Earthand lose the fight just tosee you smile
'Cause you got no flaws no flaws

PreChorus
I'm not tryna be your parttime lover
Sign me up for that fulltime I'm yours all yours

Chorus
So what a man gotta do What a man gotta do
To be totally locked up by you
What a man gotta say What a man gotta pray
To be your last Good night and your first Good day
So what a man gotta do What a man gotta do
To be totally locked up by you
What a man gotta do What a man gotta prove
To be totally locked up by you
Verse 2
You ain't tryna be wastin' time
On stupid people and cheap lines I'm sure I'm sure
So I'd give a million dollars just for you to grab me by the collar
And knock on these doors these doors

PreChorus
I'm not tryna be your parttime lover
Sign me up for the fulltime I'm yours I'm yours Ooh

Chorus
So what a man gotta do What a man gotta do
To be totally locked up by you
What a man gotta say What a man gotta pray
To be your last Good night and your first Good day
So what a man gotta do What a man gotta do
To be totally locked up by you
What a man gotta do What a man gotta prove
To be totally locked up by you

Bridge
Oohoohoohoohoohoohoohoohooh
Oohoohoohoohoohoohoohoohooh
Tell me what a man gotta do

Chorus
So what a man gotta do What a man gotta do
What a man gotta do What a man gotta do Yeah
To be totally locked up by you Totally locked up by you
What a man gotta say What a man gotta say
What a man gotta pray What a man gotta pray
To be your last Goodnight and your first Good day Ayy
So what a man gotta do What a man gotta do
What a man gotta do Woah
To be totally locked up by you Totally locked up by you
What a man gotta do Hey baby"
"I wanna follow where she goes
I think about her and she knows it","I wanna let her take control
'Cause everytime that she gets close yeah

PreChorus
She pulls me in enough to keep me guessing Mmmm
And maybe I should stop and start confessing confessing yeah

Chorus
Oh I've been shaking
I love it when you go crazy
You take all my inhibitions
Baby there's nothing holdin' me back
You take me places that tear up my reputation
Manipulate my decisions
Baby there's nothing holdin' me back
There's nothing holdin' me back
There's nothing holdin' me back
Verse 2
She says that she's never afraid
Just picture everybody naked
She really doesn't like to wait
Not really into hesitation

PreChorus
Pulls me in enough to keep me guessing
And maybe I should stop and start confessing confessing yeah

Chorus
Oh I've been shaking
I love it when you go crazy
You take all my inhibitions
Baby there's nothing holdin' me back
You take me places that tear up my reputation
Manipulate my decisions
Baby there's nothing holdin' me back
There's nothing holdin' me back

Bridge
'Cause if we lost our minds and we took it way too far
I know we'd be alright I know we would be alright
If you were by my side and we stumbled in the dark
I know we'd be alright I know we would be alright
'Cause if we lost our minds and we took it way too far
I know we'd be alright I know we would be alright
If you were by my side and we stumbled in the dark
I know we'd be alright we would be alright
Oh I've been shaking
I love it when you go crazy
You take all my inhibitions
Baby there's nothing holdin' me back
You take me places that tear up my reputation
Manipulate my decisions
Baby there's nothing holdin' me back Oh whoa
There's nothing holdin' me back
I feel so free when you're with me baby"
"Laying on the bathroom floor feeling nothing
I'm overwhelmed and insecure give me something","I could take to ease my mind slowly
Just have a drink and you'll feel better
Just take her home and you'll feel better
Keep telling me that it gets better
Does it ever
PreChorus
Help me it's like the walls are caving in
Sometimes I feel like giving up
No medicine is strong enough
Someone help me
I'm crawling in my skin
Sometimes I feel like giving up
But I just can't

Chorus
It isn't in my blood
It isn't in my blood

Verse 2
I'm looking through my phone again feeling anxious
Afraid to be alone again I hate this
I'm trying to find a way to chill can't breathe oh
Is there somebody who could help me

PreChorus
It's like the walls are caving in
Sometimes I feel like giving up
No medicine is strong enough
Someone help me
I'm crawling in my skin
Sometimes I feel like giving up
But I just can't
It isn't in my blood
It isn't in my blood

Bridge
I need somebody now
I need somebody now
Someone to help me out
I need somebody now

PreChorus
Help me it's like the walls are caving in
Sometimes I feel like giving up
But I just can't

Chorus
It isn't in my blood
It isn't in my blood oh

Outro
It isn't in my blood
I need somebody now
It isn't in my blood
I need somebody now"
"I won't lie to you
I know he's just not right for you","And you can tell me if I'm off
But I see it on your face
When you say that he's the one that you want
And you're spending all your time
In this wrong situation
And anytime you want it to stop

Chorus
I know I can treat you better than he can
And any girl like you deserves a gentleman
Tell me why are we wasting time
On all your wasted crying
When you should be with me instead
I know I can treat you better
Better than he can
Verse 2
I'll stop time for you
The second you say you'd like me too
I just wanna give you the loving that you're missing
Baby just to wake up with you
Would be everything I need and this could be so different
Tell me what you want to do

Chorus
'Cause I know I can treat you better than he can
And any girl like you deserves a gentleman
Tell me why are we wasting time
On all your wasted crying
When you should be with me instead
I know I can treat you better
Better than he can
Better than he can

Bridge
Give me a sign
Take my hand we'll be fine
Promise I won't let you down
Just know that you don't
Have to do this alone
Promise I'll never let you down
'Cause I know I can treat you better than he can
And any girl like you deserves a gentleman
Tell me why are we wasting time
On all your wasted crying
When you should be with me instead
I know I can treat you better
Better than he can
Better than he can"
"All it'd take is one flight
We'd be in the same time zone","Looking through your timeline
Seeing all the rainbows I
I got an idea
And I know that it sounds crazy
I just wanna see ya
Oh I gotta ask

Chorus
Do you got plans tonight
I'm a couple hundred miles from Japan and I
I was thinking I could fly to your hotel tonight
'Cause III can't get you off my mind
Can't get you off my mind
Can't get you off my mind oh
Verse 2
I could feel the tension
We could cut it with a knife
I know it's more than just a friendship
I can hear you think I'm right yeah
Do I gotta convince you
That you shouldn't fall asleep
It'll only be a couple hours
And I'm about to leave

Chorus
Do you got plans tonight
I'm a couple hundred miles from Japan and I
I was thinking I could fly to your hotel tonight
'Cause III can't get you off my mind
Can't get you off my mind
Can't get you off my mind
Do you got plans tonight
I was hoping I could get lost in your paradise
The only thing I'm thinking 'bout is you and I
'Cause III can't get you off my mind
Can't get you off my mind
I can't seem to get you off my mind

Bridge
Let's get lost tonight Oh
Let's get lost tonight
Baby you and
I can't seem to get you off my mind
Let's get lost tonight
Let's get lost tonight
Baby you and
I can't seem to get you off my mind
Ohoh ohoh
Ohoh
Do you got plans tonight
I'm a couple hundred miles from Japan and I
I was thinking I could fly to your hotel tonight
'Cause III can't get you off my mind
I can't get you off my mind
Do you got plans tonight baby
I was hoping I could get lost in your paradise Paradise
The only thing I'm thinking 'bout is you and I
And III can't get you off my mind
Can't get you off my mind
I can't seem to get you off my mind yeah

Outro
Let's get lost tonight Ohoh
Let's get lost tonight Ohoh
Baby you and
I can't seem to get you off my mind
Let's get lost tonight Ohoh
Let's get lost tonight Ohoh
Baby you and Ohoh"
"Oh no
See you walkin' 'round like it's a funeral","Not so serious girl why those feet cold
We just gettin' started don't you tiptoe tiptoe ah

PreChorus
Waste time with a masterpiece don't waste time with a masterpiece Huh
You should be rollin' with me you should be rollin' with me Ahahah
You're a reallife fantasy you're a reallife fantasy Huh
But you're movin' so carefully let's start livin' dangerously
Chorus
Talk to me baby
I'm goin' blind from this sweet sweet cravin' whoaoh
Let's lose our minds and go fucking crazy
IIIII I keep on hopin' we'll eat cake by the ocean uh
Walk for me baby
I'll be Diddy you'll be Naomi whoaoh
Let's lose our minds and go fucking crazy
IIIII I keep on hopin' we'll eat cake by the ocean uh

Verse 2
Goddamn
See you lickin' frostin' from your own hands
Want another taste I'm beggin' Yes ma'am
I'm tired of all this candy on the dry land dry land ooh Uh ah

PreChorus
Waste time with a masterpiece don't waste time with a masterpiece Huh
You should be rollin' with me you should be rollin' with me Ahahah
You're a reallife fantasy you're a reallife fantasy Huh
But you're movin' so carefully let's start livin' dangerously Whoaohohoh

Chorus
Talk to me baby
I'm goin' blind from this sweet sweet cravin' whoaoh
Let's lose our minds and go fucking crazy
IIIII I keep on hopin' we'll eat cake by the ocean uh
Walk for me baby Walk for me now
I'll be Diddy you'll be Naomi whoaoh
Let's lose our minds and go fucking crazy
IIIII I keep on hopin' we'll eat cake by the ocean uh
Ooh ah ah
IIIII I keep on hopin' we'll eat cake by the ocean uh
Ooh ah ah
IIIII I keep on hopin' we'll eat cake by the ocean uh Oh hey

Refrain
You're fuckin' delicious haha
Talk to me girl Hey

Chorus
Talk to me baby Talk to me baby hey
I'm goin' blind from this sweet sweet cravin' whoaoh Whoaoh
Let's lose our minds and go fucking crazy Crazy
IIIII Ah I keep on hopin' we'll eat cake by the ocean uh Hey
Walk for me baby Walk for me now
I'll be Diddy you'll be Naomi whoaoh
Let's lose our minds and go And go what fucking crazy That's right
IIIII I keep on hopin' Alright we'll eat cake by the ocean uh Aw yeah

Outro
Red velvet vanilla chocolate in my life
Funfetti Oh I'm ready Oh I need it every night Hey
Red velvet vanilla chocolate in my life Oh"
